RPID,LETTER_CODE,"SHORT_NAME","LONG_NAME",AUTOMATED_SHORT_NAME,AUTOMATED_LONG_NAME,AUTOMATED_LONG_DESCRIPTION,STATUS,STATUS_REASON,STATUS_TEXT,CHANGE_TYPE,"CHANGE_REASON_PUBLIC",EXPORTED_TO_LOINC,MODALITY,PLAYBOOK_TYPE,POPULATION,BODY_REGION,BODY_REGION_2,BODY_REGION_3,BODY_REGION_4,BODY_REGION_5,MODALITY_MODIFIER,MODALITY_MODIFIER_2,MODALITY_MODIFIER_3,PROCEDURE_MODIFIER,PROCEDURE_MODIFIER_2,ANATOMIC_FOCUS,ANATOMIC_FOCUS_2,LATERALITY,REASON_FOR_EXAM,REASON_FOR_EXAM_2,REASON_FOR_EXAM_3,TECHNIQUE,PHARMACEUTICAL,PHARMACEUTICAL_2,VIEW,VIEW_2,VIEW_3,VIEW_4,,RIDS
RPID502,MRMDU,"MR Mediastinum wo","MR Mediastinum wo IV Contrast",MR CHST MEDIAST WO IVCON,MR CHEST MEDIASTINUM WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the MEDIASTINUM in the CHEST WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , ,MEDIASTINUM, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1384|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID503,MRMDC,"MR Mediastinum w/wo","MR Mediastinum w and wo IV Contrast",MR CHST MEDIAST WO & W IVCON,MR CHEST MEDIASTINUM WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the MEDIASTINUM in the CHEST WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , ,MEDIASTINUM, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1384|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID504,MRNKE,"MR Neck w","MR Neck w IV Contrast",MR NECK W IVCON,MR NECK WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the NECK WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,MR,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID505,MRORE,"MR Orbits w","MR Orbits w IV Contrast",MR HEAD ORBITS W IVCON,MR HEAD ORBITS WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ORBITS in the HEAD WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,ORBITS, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID506,MRFCE,"MR Face w","MR Face w IV Contrast",MR FACE W IVCON,MR FACE WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the FACE WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,FACE, , , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID13284|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID507,MRNKU,"MR Neck wo","MR Neck wo IV Contrast",MR NECK WO IVCON,MR NECK WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the NECK WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID508,MRORU,"MR Orbits wo","MR Orbits wo IV Contrast",MR HEAD ORBITS WO IVCON,MR HEAD ORBITS WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ORBITS in the HEAD WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,ORBITS, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID509,MRFCU,"MR Face wo","MR Face wo IV Contrast",MR FACE WO IVCON,MR FACE WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the FACE WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,FACE, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID13284|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID510,MRNKC,"MR Neck w/wo","MR Neck w and wo IV Contrast",MR NECK WO & W IVCON,MR NECK WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the NECK WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID511,MRORC,"MR Orbits w/wo","MR Orbits w and wo IV Contrast",MR HEAD ORBITS WO & W IVCON,MR HEAD ORBITS WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ORBITS in the HEAD WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,ORBITS, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID512,MRFCC,"MR Face w/wo","MR Face w and wo IV Contrast",MR FACE WO & W IVCON,MR FACE WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the FACE WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,FACE, , , , , , , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID13284|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID513,MRAKU,"MR Ankle wo","MR Ankle wo IV Contrast",MR LE ANKLE WO IVCON,MR LOWER EXTREMITY ANKLE WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ANKLE in the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,ANKLE, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28545|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID514,MRAKC,"MR Ankle w/wo","MR Ankle w and wo IV Contrast",MR LE ANKLE WO & W IVCON,MR LOWER EXTREMITY ANKLE WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ANKLE in the LOWER EXTREMITY WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,ANKLE, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28545|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID515,MRAKE,"MR Ankle w","MR Ankle w IV Contrast",MR LE ANKLE W IVCON,MR LOWER EXTREMITY ANKLE WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ANKLE in the LOWER EXTREMITY WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,ANKLE, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28545|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID516,MRELU,"MR Elbow wo","MR Elbow wo IV Contrast",MR UE ELBOW WO IVCON,MR UPPER EXTREMITY ELBOW WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ELBOW in the UPPER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,ELBOW, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2010|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID517,MRELC,"MR Elbow w/wo","MR Elbow w and wo IV Contrast",MR UE ELBOW WO & W IVCON,MR UPPER EXTREMITY ELBOW WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ELBOW in the UPPER EXTREMITY WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,ELBOW, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2010|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID518,MRELE,"MR Elbow w","MR Elbow w IV Contrast",MR UE ELBOW W IVCON,MR UPPER EXTREMITY ELBOW WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ELBOW in the UPPER EXTREMITY WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,ELBOW, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2010|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID519,MRHPU,"MR Hip wo","MR Hip wo IV Contrast",MR LE HIP WO IVCON,MR LOWER EXTREMITY HIP WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the HIP in the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,HIP, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2639|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID520,MRHPC,"MR Hip w/wo","MR Hip w and wo IV Contrast",MR LE HIP WO & W IVCON,MR LOWER EXTREMITY HIP WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the HIP in the LOWER EXTREMITY WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,HIP, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2639|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID521,MRHPE,"MR Hip w","MR Hip w IV Contrast",MR LE HIP W IVCON,MR LOWER EXTREMITY HIP WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the HIP in the LOWER EXTREMITY WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,HIP, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2639|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID522,MRKNU,"MR Knee wo","MR Knee wo IV Contrast",MR LE KNEE WO IVCON,MR LOWER EXTREMITY KNEE WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the KNEE in the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,KNEE, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2743|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID523,MRKNC,"MR Knee w/wo","MR Knee w and wo IV Contrast",MR LE KNEE WO & W IVCON,MR LOWER EXTREMITY KNEE WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the KNEE in the LOWER EXTREMITY WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,KNEE, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2743|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID524,MRKNE,"MR Knee w","MR Knee w IV Contrast",MR LE KNEE W IVCON,MR LOWER EXTREMITY KNEE WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the KNEE in the LOWER EXTREMITY WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,KNEE, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2743|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID525,MRSHU,"MR Shoulder wo","MR Shoulder wo IV Contrast",MR UE SHLDER WO IVCON,MR UPPER EXTREMITY SHOULDER WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the SHOULDER in the UPPER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,SHOULDER, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID1852|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID526,MRSHC,"MR Shoulder w/wo","MR Shoulder w and wo IV Contrast",MR UE SHLDER WO & W IVCON,MR UPPER EXTREMITY SHOULDER WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the SHOULDER in the UPPER EXTREMITY WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,SHOULDER, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID1852|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID527,MRSHE,"MR Shoulder w","MR Shoulder w IV Contrast",MR UE SHLDER W IVCON,MR UPPER EXTREMITY SHOULDER WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the SHOULDER in the UPPER EXTREMITY WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,SHOULDER, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID1852|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID528,MRWRU,"MR Wrist wo","MR Wrist wo IV Contrast",MR UE WRIST WO IVCON,MR UPPER EXTREMITY WRIST WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the WRIST in the UPPER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,WRIST, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2177|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID529,MRWRC,"MR Wrist w/wo","MR Wrist w and wo IV Contrast",MR UE WRIST WO & W IVCON,MR UPPER EXTREMITY WRIST WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the WRIST in the UPPER EXTREMITY WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,WRIST, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2177|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID530,MRWRE,"MR Wrist w","MR Wrist w IV Contrast",MR UE WRIST W IVCON,MR UPPER EXTREMITY WRIST WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the WRIST in the UPPER EXTREMITY WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,WRIST, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2177|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID531,MRPLU,"MR Pelv wo","MR Pelvis wo IV Contrast",MR PELVIS WO IVCON,MR PELVIS WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the PELVIS WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID532,MRPLCCL,"MR Pelv Rec Coil w/wo","MR Pelvis Rectal Coil w and wo IV Contrast",MR PELVIS REC COIL WO & W IVCON,MR PELVIS RECTAL COIL WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the PELVIS with a technique of RECTAL COIL WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",NAM,"Further specifying coil type in SHORT_NAME and LONG_NAME for clarity.",TRUE,MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , , , , , , , ,RECTAL COIL,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10809|RID28771|0|0|0|0|0|
RPID533,MRPLECL,"MR Pelv Rec Coil w","MR Pelvis Rectal Coil w IV Contrast",MR PELVIS REC COIL W IVCON,MR PELVIS RECTAL COIL WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the PELVIS with a technique of RECTAL COIL WITH IV CONTRAST,ACTIVE,,"",NAM,"Further specifying coil type in SHORT_NAME and LONG_NAME for clarity.",TRUE,MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , , , , , , , ,RECTAL COIL,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10809|RID28769|0|0|0|0|0|
RPID534,MRPLE,"MR Pelv w","MR Pelvis w IV Contrast",MR PELVIS W IVCON,MR PELVIS WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the PELVIS WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID535,MRPLUCL,"MR Pelv Coil wo","MR Pelvis wo IV Contrast Coil",MR PELVIS REC COIL WO IVCON,MR PELVIS RECTAL COIL WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the PELVIS with a technique of RECTAL COIL WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , , , , , , , ,RECTAL COIL,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10809|RID28768|0|0|0|0|0|
RPID536,MRPLUURCL,"MR Pelv Urethra Vag Coil wo","MR Pelvis Urethra Vaginal Coil wo IV Contrast",MR PELVIS URETHRA VAG COIL WO IVCON,MR PELVIS URETHRA VAGINAL COIL WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the URETHRA in the PELVIS with a technique of VAGINAL COIL WITHOUT IV CONTRAST,ACTIVE,,"",NAM,"Further specifying coil type in SHORT_NAME and LONG_NAME for clarity.",TRUE,MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , ,URETHRA, , , , , ,VAGINAL COIL,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|RID34890|0|0|0|0|0|RID38596|RID28768|0|0|0|0|0|
RPID537,,"","",MR ABD RETRO WO IVCON,MR ABDOMEN RETROPERITONEUM WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the RETROPERITONEUM in the ABDOMEN WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,MR,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,RETROPERITONEUM, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID431|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID538,MRSMU,"MR Scrotum wo","MR Scrotum wo IV Contrast",MR PELVIS SCROTUM WO IVCON,MR PELVIS SCROTUM WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the SCROTUM in the PELVIS WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , ,SCROTUM, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|RID365|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID539,MRSMC,"MR Scrotum w/wo","MR Scrotum w and wo IV Contrast",MR PELVIS SCROTUM WO & W IVCON,MR PELVIS SCROTUM WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the SCROTUM in the PELVIS WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",FALSE,MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , ,SCROTUM, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|RID365|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID540,,"","",MR C SPINE WO IVCON,MR CERVICAL SPINE WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the CERVICAL SPINE WITHOUT IV CONTRAST,ACTIVE,,"",,"",FALSE,MR,RADIOLOGY ORDERABLE, ,CERVICAL SPINE, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID34571|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID541,MRLSU,"MR L-Spine wo","MR Lumbar Spine wo IV Contrast",MR L SPINE WO IVCON,MR LUMBAR SPINE WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the LUMBAR SPINE WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,LUMBAR SPINE, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID34573|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID542,MRTSU,"MR T-Spine wo","MR Thoracic Spine wo IV Contrast",MR T SPINE WO IVCON,MR THORACIC SPINE WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the THORACIC SPINE WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,THORACIC SPINE, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID28677|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID543,MRTHU,"MR Thigh wo","MR Thigh wo IV Contrast",MR LE THIGH WO IVCON,MR LOWER EXTREMITY THIGH WITHOUT IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the THIGH in the LOWER EXTREMITY WITHOUT IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,THIGH, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2660|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID544,MRTSC,"MR T-Spine w/wo","MR Thoracic Spine w and wo IV Contrast",MR T SPINE WO & W IVCON,MR THORACIC SPINE WITHOUT THEN WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the THORACIC SPINE WITHOUT THEN WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,THORACIC SPINE, , , , , , , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID28677|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID545,MRTSE,"MR T-Spine w","MR Thoracic Spine w IV Contrast",MR T SPINE W IVCON,MR THORACIC SPINE WITH IV CONTRAST,A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the THORACIC SPINE WITH IV CONTRAST,ACTIVE,,"",,"",TRUE,MR,RADIOLOGY ORDERABLE, ,THORACIC SPINE, , , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID28677|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
